,country,state,district,block,rainfall_mm,year,ground_water_extraction_ham,ground_water_recharge_ham,stage_percent,category
510,INDIA,Karnataka,Chamarajanagara,Kollegala(Hanur),768.07,2024,6243,15459.84,40.38204794,Safe
511,INDIA,Karnataka,Chamarajanagara,YELANDUR,802.66,2019,2900.68,12532.6,23.14507764,Safe
512,INDIA,Karnataka,Chamarajanagara,YELANDUR,802.66,2020,2900.68,12532.6,23.14507764,Safe
513,INDIA,Karnataka,Chamarajanagara,YELANDUR,802.66,2021,2900.68,12532.6,23.14507764,Safe
514,INDIA,Karnataka,Chamarajanagara,YELANDUR,802.66,2022,2900.68,12532.6,23.14507764,Safe
515,INDIA,Karnataka,Chamarajanagara,YELANDUR,802.66,2023,2900.68,12532.6,23.14507764,Safe
516,INDIA,Karnataka,Chamarajanagara,YELANDUR,802.66,2024,2900.68,12532.6,23.14507764,Safe
517,India,Gujarat,BANASKANTHA,AMIRGADH,804,2019,3475.06,13123.06,26.4805617,Safe
518,India,Gujarat,BANASKANTHA,AMIRGADH,804,2020,3475.06,13123.06,26.4805617,Safe
519,India,Gujarat,BANASKANTHA,AMIRGADH,804,2021,3475.06,13123.06,26.4805617,Safe
520,India,Gujarat,BANASKANTHA,AMIRGADH,804,2022,3475.06,13123.06,26.4805617,Safe
521,India,Gujarat,BANASKANTHA,AMIRGADH,804,2023,3475.06,13123.06,26.4805617,Safe
522,India,Gujarat,BANASKANTHA,AMIRGADH,804,2024,3475.06,13123.06,26.4805617,Safe
523,India,Gujarat,BANASKANTHA,DANTA,844,2019,4684.17,14812.17,31.62379314,Safe
524,India,Gujarat,BANASKANTHA,DANTA,844,2020,4684.17,14812.17,31.62379314,Safe
525,India,Gujarat,BANASKANTHA,DANTA,844,2021,4684.17,14812.17,31.62379314,Safe
526,India,Gujarat,BANASKANTHA,DANTA,844,2022,4684.17,14812.17,31.62379314,Safe
527,India,Gujarat,BANASKANTHA,DANTA,844,2023,4684.17,14812.17,31.62379314,Safe
528,India,Gujarat,BANASKANTHA,DANTA,844,2024,4684.17,14812.17,31.62379314,Safe
529,India,Gujarat,BANASKANTHA,DANTIWADA,624,2019,8298.94,15786.94,52.56838881,Safe
530,India,Gujarat,BANASKANTHA,DANTIWADA,624,2020,8298.94,15786.94,52.56838881,Safe
531,India,Gujarat,BANASKANTHA,DANTIWADA,624,2021,8298.94,15786.94,52.56838881,Safe
532,India,Gujarat,BANASKANTHA,DANTIWADA,624,2022,8298.94,15786.94,52.56838881,Safe
533,India,Gujarat,BANASKANTHA,DANTIWADA,624,2023,8298.94,15786.94,52.56838881,Safe
534,India,Gujarat,BANASKANTHA,DANTIWADA,624,2024,8298.94,15786.94,52.56838881,Safe
535,India,Gujarat,BANASKANTHA,DEESA,673,2019,34397.91,42473.91,80.98597468,Semi-Critical
536,India,Gujarat,BANASKANTHA,DEESA,673,2020,34397.91,42473.91,80.98597468,Semi-Critical
537,India,Gujarat,BANASKANTHA,DEESA,673,2021,34397.91,42473.91,80.98597468,Semi-Critical
538,India,Gujarat,BANASKANTHA,DEESA,673,2022,34397.91,42473.91,80.98597468,Semi-Critical
539,India,Gujarat,BANASKANTHA,DEESA,673,2023,34397.91,42473.91,80.98597468,Semi-Critical
540,India,Gujarat,BANASKANTHA,DEESA,673,2024,34397.91,42473.91,80.98597468,Semi-Critical
541,India,Gujarat,BANASKANTHA,DEODAR,530,2019,8098.57,14458.57,56.01224741,Safe
542,India,Gujarat,BANASKANTHA,DEODAR,530,2020,8098.57,14458.57,56.01224741,Safe
543,India,Gujarat,BANASKANTHA,DEODAR,530,2021,8098.57,14458.57,56.01224741,Safe
544,India,Gujarat,BANASKANTHA,DEODAR,530,2022,8098.57,14458.57,56.01224741,Safe
545,India,Gujarat,BANASKANTHA,DEODAR,530,2023,8098.57,14458.57,56.01224741,Safe
546,India,Gujarat,BANASKANTHA,DEODAR,530,2024,8098.57,14458.57,56.01224741,Safe
547,India,Gujarat,BANASKANTHA,DHANERA,595,2019,25524.03,32664.03,78.14109282,Semi-Critical
548,India,Gujarat,BANASKANTHA,DHANERA,595,2020,25524.03,32664.03,78.14109282,Semi-Critical
549,India,Gujarat,BANASKANTHA,DHANERA,595,2021,25524.03,32664.03,78.14109282,Semi-Critical
550,India,Gujarat,BANASKANTHA,DHANERA,595,2022,25524.03,32664.03,78.14109282,Semi-Critical
551,India,Gujarat,BANASKANTHA,DHANERA,595,2023,25524.03,32664.03,78.14109282,Semi-Critical
552,India,Gujarat,BANASKANTHA,DHANERA,595,2024,25524.03,32664.03,78.14109282,Semi-Critical
553,India,Gujarat,BANASKANTHA,KANKREJ,511,2019,6989.96,13121.96,53.26917625,Safe
554,India,Gujarat,BANASKANTHA,KANKREJ,511,2020,6989.96,13121.96,53.26917625,Safe
555,India,Gujarat,BANASKANTHA,KANKREJ,511,2021,6989.96,13121.96,53.26917625,Safe
556,India,Gujarat,BANASKANTHA,KANKREJ,511,2022,6989.96,13121.96,53.26917625,Safe
557,India,Gujarat,BANASKANTHA,KANKREJ,511,2023,6989.96,13121.96,53.26917625,Safe
558,India,Gujarat,BANASKANTHA,KANKREJ,511,2024,6989.96,13121.96,53.26917625,Safe
559,India,Gujarat,BANASKANTHA,LAKHANI,619,2019,14442.81,21870.81,66.03692319,Safe
560,India,Gujarat,BANASKANTHA,LAKHANI,619,2020,14442.81,21870.81,66.03692319,Safe
561,India,Gujarat,BANASKANTHA,LAKHANI,619,2021,14442.81,21870.81,66.03692319,Safe
562,India,Gujarat,BANASKANTHA,LAKHANI,619,2022,14442.81,21870.81,66.03692319,Safe
563,India,Gujarat,BANASKANTHA,LAKHANI,619,2023,14442.81,21870.81,66.03692319,Safe
564,India,Gujarat,BANASKANTHA,LAKHANI,619,2024,14442.81,21870.81,66.03692319,Safe
565,India,Gujarat,BANASKANTHA,PALANPUR,772,2019,14360.4,23624.4,60.78630568,Safe
566,India,Gujarat,BANASKANTHA,PALANPUR,772,2020,14360.4,23624.4,60.78630568,Safe
567,India,Gujarat,BANASKANTHA,PALANPUR,772,2021,14360.4,23624.4,60.78630568,Safe
568,India,Gujarat,BANASKANTHA,PALANPUR,772,2022,14360.4,23624.4,60.78630568,Safe
569,India,Gujarat,BANASKANTHA,PALANPUR,772,2023,14360.4,23624.4,60.78630568,Safe
570,India,Gujarat,BANASKANTHA,PALANPUR,772,2024,14360.4,23624.4,60.78630568,Safe
571,India,Gujarat,BANASKANTHA,THARAD,448,2019,4827.46,10203.46,47.31199025,Safe
572,India,Gujarat,BANASKANTHA,THARAD,448,2020,4827.46,10203.46,47.31199025,Safe
573,India,Gujarat,BANASKANTHA,THARAD,448,2021,4827.46,10203.46,47.31199025,Safe
574,India,Gujarat,BANASKANTHA,THARAD,448,2022,4827.46,10203.46,47.31199025,Safe
575,India,Gujarat,BANASKANTHA,THARAD,448,2023,4827.46,10203.46,47.31199025,Safe
576,India,Gujarat,BANASKANTHA,THARAD,448,2024,4827.46,10203.46,47.31199025,Safe
577,India,Gujarat,BANASKANTHA,VADGAM,753,2019,8248.47,17284.47,47.72185667,Safe
578,India,Gujarat,BANASKANTHA,VADGAM,753,2020,8248.47,17284.47,47.72185667,Safe
579,India,Gujarat,BANASKANTHA,VADGAM,753,2021,8248.47,17284.47,47.72185667,Safe
580,India,Gujarat,BANASKANTHA,VADGAM,753,2022,8248.47,17284.47,47.72185667,Safe
581,India,Gujarat,BANASKANTHA,VADGAM,753,2023,8248.47,17284.47,47.72185667,Safe
582,India,Gujarat,BANASKANTHA,VADGAM,753,2024,8248.47,17284.47,47.72185667,Safe
583,India,Gujarat,GANDHINAGAR,DEHGAM,828,2019,24754.19,34690.19,71.35789686,Semi-Critical
584,India,Gujarat,GANDHINAGAR,DEHGAM,828,2020,24754.19,34690.19,71.35789686,Semi-Critical
585,India,Gujarat,GANDHINAGAR,DEHGAM,828,2021,24754.19,34690.19,71.35789686,Semi-Critical
586,India,Gujarat,GANDHINAGAR,DEHGAM,828,2022,24754.19,34690.19,71.35789686,Semi-Critical
587,India,Gujarat,GANDHINAGAR,DEHGAM,828,2023,24754.19,34690.19,71.35789686,Semi-Critical
588,India,Gujarat,GANDHINAGAR,DEHGAM,828,2024,24754.19,34690.19,71.35789686,Semi-Critical
589,India,Gujarat,GANDHINAGAR,GANDHINAGAR,709,2019,18262.69,26770.69,68.21897381,Safe
590,India,Gujarat,GANDHINAGAR,GANDHINAGAR,709,2020,18262.69,26770.69,68.21897381,Safe
591,India,Gujarat,GANDHINAGAR,GANDHINAGAR,709,2021,18262.69,26770.69,68.21897381,Safe
592,India,Gujarat,GANDHINAGAR,GANDHINAGAR,709,2022,18262.69,26770.69,68.21897381,Safe
593,India,Gujarat,GANDHINAGAR,GANDHINAGAR,709,2023,18262.69,26770.69,68.21897381,Safe
594,India,Gujarat,GANDHINAGAR,GANDHINAGAR,709,2024,18262.69,26770.69,68.21897381,Safe
595,India,Gujarat,GANDHINAGAR,KALOL,790,2019,7842.41,17322.41,45.2732039,Safe
596,India,Gujarat,GANDHINAGAR,KALOL,790,2020,7842.41,17322.41,45.2732039,Safe
597,India,Gujarat,GANDHINAGAR,KALOL,790,2021,7842.41,17322.41,45.2732039,Safe
598,India,Gujarat,GANDHINAGAR,KALOL,790,2022,7842.41,17322.41,45.2732039,Safe
599,India,Gujarat,GANDHINAGAR,KALOL,790,2023,7842.41,17322.41,45.2732039,Safe
600,India,Gujarat,GANDHINAGAR,KALOL,790,2024,7842.41,17322.41,45.2732039,Safe
601,India,Gujarat,GANDHINAGAR,MANSA,807,2019,7878.48,17562.48,44.85972368,Safe
602,India,Gujarat,GANDHINAGAR,MANSA,807,2020,7878.48,17562.48,44.85972368,Safe
603,India,Gujarat,GANDHINAGAR,MANSA,807,2021,7878.48,17562.48,44.85972368,Safe
604,India,Gujarat,GANDHINAGAR,MANSA,807,2022,7878.48,17562.48,44.85972368,Safe
605,India,Gujarat,GANDHINAGAR,MANSA,807,2023,7878.48,17562.48,44.85972368,Safe
606,India,Gujarat,GANDHINAGAR,MANSA,807,2024,7878.48,17562.48,44.85972368,Safe
607,India,Gujarat,KACHCHH,ABDASA,375,2019,1906.7,6406.7,29.76103142,Safe
608,India,Gujarat,KACHCHH,ABDASA,375,2020,1906.7,6406.7,29.76103142,Safe
609,India,Gujarat,KACHCHH,ABDASA,375,2021,1906.7,6406.7,29.76103142,Safe
610,India,Gujarat,KACHCHH,ABDASA,375,2022,1906.7,6406.7,29.76103142,Safe
611,India,Gujarat,KACHCHH,ABDASA,375,2023,1906.7,6406.7,29.76103142,Safe
612,India,Gujarat,KACHCHH,ABDASA,375,2024,1906.7,6406.7,29.76103142,Safe
613,India,Gujarat,KACHCHH,ANJAR,437,2019,5073.1,10317.1,49.17176338,Safe
614,India,Gujarat,KACHCHH,ANJAR,437,2020,5073.1,10317.1,49.17176338,Safe
615,India,Gujarat,KACHCHH,ANJAR,437,2021,5073.1,10317.1,49.17176338,Safe
616,India,Gujarat,KACHCHH,ANJAR,437,2022,5073.1,10317.1,49.17176338,Safe
617,India,Gujarat,KACHCHH,ANJAR,437,2023,5073.1,10317.1,49.17176338,Safe
618,India,Gujarat,KACHCHH,ANJAR,437,2024,5073.1,10317.1,49.17176338,Safe
619,India,Gujarat,KACHCHH,BHACHAU,444,2019,4882.9,10210.9,47.82046636,Safe
620,India,Gujarat,KACHCHH,BHACHAU,444,2020,4882.9,10210.9,47.82046636,Safe
621,India,Gujarat,KACHCHH,BHACHAU,444,2021,4882.9,10210.9,47.82046636,Safe
622,India,Gujarat,KACHCHH,BHACHAU,444,2022,4882.9,10210.9,47.82046636,Safe
623,India,Gujarat,KACHCHH,BHACHAU,444,2023,4882.9,10210.9,47.82046636,Safe
624,India,Gujarat,KACHCHH,BHACHAU,444,2024,4882.9,10210.9,47.82046636,Safe
625,India,Gujarat,KACHCHH,BHUJ,358,2019,22756.6,27052.6,84.11982582,Semi-Critical
626,India,Gujarat,KACHCHH,BHUJ,358,2020,22756.6,27052.6,84.11982582,Semi-Critical
627,India,Gujarat,KACHCHH,BHUJ,358,2021,22756.6,27052.6,84.11982582,Semi-Critical
628,India,Gujarat,KACHCHH,BHUJ,358,2022,22756.6,27052.6,84.11982582,Semi-Critical
629,India,Gujarat,KACHCHH,BHUJ,358,2023,22756.6,27052.6,84.11982582,Semi-Critical
630,India,Gujarat,KACHCHH,BHUJ,358,2024,22756.6,27052.6,84.11982582,Semi-Critical
631,India,Gujarat,KACHCHH,LAKHPAT,334,2019,58,4066,1.426463355,Safe
632,India,Gujarat,KACHCHH,LAKHPAT,334,2020,58,4066,1.426463355,Safe
633,India,Gujarat,KACHCHH,LAKHPAT,334,2021,58,4066,1.426463355,Safe
634,India,Gujarat,KACHCHH,LAKHPAT,334,2022,58,4066,1.426463355,Safe
635,India,Gujarat,KACHCHH,LAKHPAT,334,2023,58,4066,1.426463355,Safe
636,India,Gujarat,KACHCHH,LAKHPAT,334,2024,58,4066,1.426463355,Safe
637,India,Gujarat,KACHCHH,MANDVI,426,2019,9079.72,14191.72,63.9789962,Safe
638,India,Gujarat,KACHCHH,MANDVI,426,2020,9079.72,14191.72,63.9789962,Safe
639,India,Gujarat,KACHCHH,MANDVI,426,2021,9079.72,14191.72,63.9789962,Safe
640,India,Gujarat,KACHCHH,MANDVI,426,2022,9079.72,14191.72,63.9789962,Safe
641,India,Gujarat,KACHCHH,MANDVI,426,2023,9079.72,14191.72,63.9789962,Safe
642,India,Gujarat,KACHCHH,MANDVI,426,2024,9079.72,14191.72,63.9789962,Safe
643,India,Gujarat,KACHCHH,MUNDRA,470,2019,6089.33,11729.33,51.91541205,Safe
644,India,Gujarat,KACHCHH,MUNDRA,470,2020,6089.33,11729.33,51.91541205,Safe
645,India,Gujarat,KACHCHH,MUNDRA,470,2021,6089.33,11729.33,51.91541205,Safe
646,India,Gujarat,KACHCHH,MUNDRA,470,2022,6089.33,11729.33,51.91541205,Safe
647,India,Gujarat,KACHCHH,MUNDRA,470,2023,6089.33,11729.33,51.91541205,Safe
648,India,Gujarat,KACHCHH,MUNDRA,470,2024,6089.33,11729.33,51.91541205,Safe
649,India,Gujarat,KACHCHH,NAKHATRANA,409,2019,6322.05,11230.05,56.29583127,Safe
650,India,Gujarat,KACHCHH,NAKHATRANA,409,2020,6322.05,11230.05,56.29583127,Safe
651,India,Gujarat,KACHCHH,NAKHATRANA,409,2021,6322.05,11230.05,56.29583127,Safe
652,India,Gujarat,KACHCHH,NAKHATRANA,409,2022,6322.05,11230.05,56.29583127,Safe
653,India,Gujarat,KACHCHH,NAKHATRANA,409,2023,6322.05,11230.05,56.29583127,Safe
654,India,Gujarat,KACHCHH,NAKHATRANA,409,2024,6322.05,11230.05,56.29583127,Safe
655,India,Gujarat,MAHESANA,BECHARAJI,655.7,2019,3967.31,11835.71,33.51983109,Safe
656,India,Gujarat,MAHESANA,BECHARAJI,655.7,2020,3967.31,11835.71,33.51983109,Safe
657,India,Gujarat,MAHESANA,BECHARAJI,655.7,2021,3967.31,11835.71,33.51983109,Safe
658,India,Gujarat,MAHESANA,BECHARAJI,655.7,2022,3967.31,11835.71,33.51983109,Safe
659,India,Gujarat,MAHESANA,BECHARAJI,655.7,2023,3967.31,11835.71,33.51983109,Safe
660,India,Gujarat,MAHESANA,BECHARAJI,655.7,2024,3967.31,11835.71,33.51983109,Safe
661,India,Gujarat,MAHESANA,JOTANA,750.34,2019,4570.71,13574.79,33.67057612,Safe
662,India,Gujarat,MAHESANA,JOTANA,750.34,2020,4570.71,13574.79,33.67057612,Safe
663,India,Gujarat,MAHESANA,JOTANA,750.34,2021,4570.71,13574.79,33.67057612,Safe
664,India,Gujarat,MAHESANA,JOTANA,750.34,2022,4570.71,13574.79,33.67057612,Safe
665,India,Gujarat,MAHESANA,JOTANA,750.34,2023,4570.71,13574.79,33.67057612,Safe
666,India,Gujarat,MAHESANA,JOTANA,750.34,2024,4570.71,13574.79,33.67057612,Safe
667,India,Gujarat,MAHESANA,KADI,811.3,2019,14175.02,23910.62,59.28336446,Safe
668,India,Gujarat,MAHESANA,KADI,811.3,2020,14175.02,23910.62,59.28336446,Safe
669,India,Gujarat,MAHESANA,KADI,811.3,2021,14175.02,23910.62,59.28336446,Safe
670,India,Gujarat,MAHESANA,KADI,811.3,2022,14175.02,23910.62,59.28336446,Safe
671,India,Gujarat,MAHESANA,KADI,811.3,2023,14175.02,23910.62,59.28336446,Safe
672,India,Gujarat,MAHESANA,KADI,811.3,2024,14175.02,23910.62,59.28336446,Safe
673,India,Gujarat,MAHESANA,KHERALU,690.71,2019,12547.6,20836.12,60.22042492,Safe
674,India,Gujarat,MAHESANA,KHERALU,690.71,2020,12547.6,20836.12,60.22042492,Safe
675,India,Gujarat,MAHESANA,KHERALU,690.71,2021,12547.6,20836.12,60.22042492,Safe
676,India,Gujarat,MAHESANA,KHERALU,690.71,2022,12547.6,20836.12,60.22042492,Safe
677,India,Gujarat,MAHESANA,KHERALU,690.71,2023,12547.6,20836.12,60.22042492,Safe
678,India,Gujarat,MAHESANA,KHERALU,690.71,2024,12547.6,20836.12,60.22042492,Safe
679,India,Gujarat,MAHESANA,MAHESANA,769.21,2019,20224.47,29454.99,68.66228778,Safe
680,India,Gujarat,MAHESANA,MAHESANA,769.21,2020,20224.47,29454.99,68.66228778,Safe
681,India,Gujarat,MAHESANA,MAHESANA,769.21,2021,20224.47,29454.99,68.66228778,Safe
682,India,Gujarat,MAHESANA,MAHESANA,769.21,2022,20224.47,29454.99,68.66228778,Safe
683,India,Gujarat,MAHESANA,MAHESANA,769.21,2023,20224.47,29454.99,68.66228778,Safe
684,India,Gujarat,MAHESANA,MAHESANA,769.21,2024,20224.47,29454.99,68.66228778,Safe
685,India,Gujarat,MAHESANA,SATLASANA,761.94,2019,9191.68,18334.96,50.13198829,Safe
686,India,Gujarat,MAHESANA,SATLASANA,761.94,2020,9191.68,18334.96,50.13198829,Safe
687,India,Gujarat,MAHESANA,SATLASANA,761.94,2021,9191.68,18334.96,50.13198829,Safe
688,India,Gujarat,MAHESANA,SATLASANA,761.94,2022,9191.68,18334.96,50.13198829,Safe
689,India,Gujarat,MAHESANA,SATLASANA,761.94,2023,9191.68,18334.96,50.13198829,Safe
690,India,Gujarat,MAHESANA,SATLASANA,761.94,2024,9191.68,18334.96,50.13198829,Safe
691,India,Gujarat,MAHESANA,UNJHA,735.1,2019,5697.1,14518.3,39.24082021,Safe
692,India,Gujarat,MAHESANA,UNJHA,735.1,2020,5697.1,14518.3,39.24082021,Safe
693,India,Gujarat,MAHESANA,UNJHA,735.1,2021,5697.1,14518.3,39.24082021,Safe
694,India,Gujarat,MAHESANA,UNJHA,735.1,2022,5697.1,14518.3,39.24082021,Safe
695,India,Gujarat,MAHESANA,UNJHA,735.1,2023,5697.1,14518.3,39.24082021,Safe
696,India,Gujarat,MAHESANA,UNJHA,735.1,2024,5697.1,14518.3,39.24082021,Safe
697,India,Gujarat,MAHESANA,VADNAGAR,657.91,2019,8760.38,16655.3,52.59815194,Safe
698,India,Gujarat,MAHESANA,VADNAGAR,657.91,2020,8760.38,16655.3,52.59815194,Safe
699,India,Gujarat,MAHESANA,VADNAGAR,657.91,2021,8760.38,16655.3,52.59815194,Safe
700,India,Gujarat,MAHESANA,VADNAGAR,657.91,2022,8760.38,16655.3,52.59815194,Safe
701,India,Gujarat,MAHESANA,VADNAGAR,657.91,2023,8760.38,16655.3,52.59815194,Safe
702,India,Gujarat,MAHESANA,VADNAGAR,657.91,2024,8760.38,16655.3,52.59815194,Safe
703,India,Gujarat,MAHESANA,VIJAPUR,815.53,2019,14478.69,24265.05,59.66890651,Safe
704,India,Gujarat,MAHESANA,VIJAPUR,815.53,2020,14478.69,24265.05,59.66890651,Safe
705,India,Gujarat,MAHESANA,VIJAPUR,815.53,2021,14478.69,24265.05,59.66890651,Safe
706,India,Gujarat,MAHESANA,VIJAPUR,815.53,2022,14478.69,24265.05,59.66890651,Safe
707,India,Gujarat,MAHESANA,VIJAPUR,815.53,2023,14478.69,24265.05,59.66890651,Safe
708,India,Gujarat,MAHESANA,VIJAPUR,815.53,2024,14478.69,24265.05,59.66890651,Safe
709,India,Gujarat,MAHESANA,VISNAGAR,679,2019,10472.82,18620.82,56.24252852,Safe
710,India,Gujarat,MAHESANA,VISNAGAR,679,2020,10472.82,18620.82,56.24252852,Safe
711,India,Gujarat,MAHESANA,VISNAGAR,679,2021,10472.82,18620.82,56.24252852,Safe
712,India,Gujarat,MAHESANA,VISNAGAR,679,2022,10472.82,18620.82,56.24252852,Safe
713,India,Gujarat,MAHESANA,VISNAGAR,679,2023,10472.82,18620.82,56.24252852,Safe
714,India,Gujarat,MAHESANA,VISNAGAR,679,2024,10472.82,18620.82,56.24252852,Safe
715,India,Gujarat,PATAN,CHANASMA,510,2019,757.47,6877.47,11.0137885,Safe
716,India,Gujarat,PATAN,CHANASMA,510,2020,757.47,6877.47,11.0137885,Safe
717,India,Gujarat,PATAN,CHANASMA,510,2021,757.47,6877.47,11.0137885,Safe
718,India,Gujarat,PATAN,CHANASMA,510,2022,757.47,6877.47,11.0137885,Safe
719,India,Gujarat,PATAN,CHANASMA,510,2023,757.47,6877.47,11.0137885,Safe
720,India,Gujarat,PATAN,CHANASMA,510,2024,757.47,6877.47,11.0137885,Safe
721,India,Gujarat,PATAN,PATAN,680,2019,7865.63,16025.63,49.08156497,Safe
722,India,Gujarat,PATAN,PATAN,680,2020,7865.63,16025.63,49.08156497,Safe
723,India,Gujarat,PATAN,PATAN,680,2021,7865.63,16025.63,49.08156497,Safe
724,India,Gujarat,PATAN,PATAN,680,2022,7865.63,16025.63,49.08156497,Safe
725,India,Gujarat,PATAN,PATAN,680,2023,7865.63,16025.63,49.08156497,Safe
726,India,Gujarat,PATAN,PATAN,680,2024,7865.63,16025.63,49.08156497,Safe
727,India,Gujarat,PATAN,SARSVATI(PATAN),677,2019,18913.49,27037.49,69.95283216,Safe
728,India,Gujarat,PATAN,SARSVATI(PATAN),677,2020,18913.49,27037.49,69.95283216,Safe
729,India,Gujarat,PATAN,SARSVATI(PATAN),677,2021,18913.49,27037.49,69.95283216,Safe
730,India,Gujarat,PATAN,SARSVATI(PATAN),677,2022,18913.49,27037.49,69.95283216,Safe
731,India,Gujarat,PATAN,SARSVATI(PATAN),677,2023,18913.49,27037.49,69.95283216,Safe
732,India,Gujarat,PATAN,SARSVATI(PATAN),677,2024,18913.49,27037.49,69.95283216,Safe
733,India,Gujarat,PATAN,SIDHPUR,749,2019,12727.82,21715.82,58.61081921,Safe
734,India,Gujarat,PATAN,SIDHPUR,749,2020,12727.82,21715.82,58.61081921,Safe
735,India,Gujarat,PATAN,SIDHPUR,749,2021,12727.82,21715.82,58.61081921,Safe
736,India,Gujarat,PATAN,SIDHPUR,749,2022,12727.82,21715.82,58.61081921,Safe
737,India,Gujarat,PATAN,SIDHPUR,749,2023,12727.82,21715.82,58.61081921,Safe
738,India,Gujarat,PATAN,SIDHPUR,749,2024,12727.82,21715.82,58.61081921,Safe
739,India,Gujarat,SABARKANTHA,HIMATNAGAR,851,2019,10776.86,20988.86,51.34561858,Safe
740,India,Gujarat,SABARKANTHA,HIMATNAGAR,851,2020,10776.86,20988.86,51.34561858,Safe
741,India,Gujarat,SABARKANTHA,HIMATNAGAR,851,2021,10776.86,20988.86,51.34561858,Safe
742,India,Gujarat,SABARKANTHA,HIMATNAGAR,851,2022,10776.86,20988.86,51.34561858,Safe
743,India,Gujarat,SABARKANTHA,HIMATNAGAR,851,2023,10776.86,20988.86,51.34561858,Safe
744,India,Gujarat,SABARKANTHA,HIMATNAGAR,851,2024,10776.86,20988.86,51.34561858,Safe
745,India,Gujarat,SABARKANTHA,IDAR,971,2019,10860.39,22512.39,48.24183483,Safe
746,India,Gujarat,SABARKANTHA,IDAR,971,2020,10860.39,22512.39,48.24183483,Safe
747,India,Gujarat,SABARKANTHA,IDAR,971,2021,10860.39,22512.39,48.24183483,Safe
748,India,Gujarat,SABARKANTHA,IDAR,971,2022,10860.39,22512.39,48.24183483,Safe
749,India,Gujarat,SABARKANTHA,IDAR,971,2023,10860.39,22512.39,48.24183483,Safe
750,India,Gujarat,SABARKANTHA,IDAR,971,2024,10860.39,22512.39,48.24183483,Safe
751,India,Gujarat,SABARKANTHA,KHEDBRAHMA,841,2019,3590.62,13682.62,26.2421963,Safe
752,India,Gujarat,SABARKANTHA,KHEDBRAHMA,841,2020,3590.62,13682.62,26.2421963,Safe
753,India,Gujarat,SABARKANTHA,KHEDBRAHMA,841,2021,3590.62,13682.62,26.2421963,Safe
754,India,Gujarat,SABARKANTHA,KHEDBRAHMA,841,2022,3590.62,13682.62,26.2421963,Safe
755,India,Gujarat,SABARKANTHA,KHEDBRAHMA,841,2023,3590.62,13682.62,26.2421963,Safe
756,India,Gujarat,SABARKANTHA,KHEDBRAHMA,841,2024,3590.62,13682.62,26.2421963,Safe
757,India,Gujarat,SABARKANTHA,POSHINA,836,2019,1738.7,11770.7,14.77142396,Safe
758,India,Gujarat,SABARKANTHA,POSHINA,836,2020,1738.7,11770.7,14.77142396,Safe
759,India,Gujarat,SABARKANTHA,POSHINA,836,2021,1738.7,11770.7,14.77142396,Safe
760,India,Gujarat,SABARKANTHA,POSHINA,836,2022,1738.7,11770.7,14.77142396,Safe
761,India,Gujarat,SABARKANTHA,POSHINA,836,2023,1738.7,11770.7,14.77142396,Safe
762,India,Gujarat,SABARKANTHA,POSHINA,836,2024,1738.7,11770.7,14.77142396,Safe
763,India,Gujarat,SABARKANTHA,PRANTIJ,825,2019,8694.3,18594.3,46.75787741,Safe
764,India,Gujarat,SABARKANTHA,PRANTIJ,825,2020,8694.3,18594.3,46.75787741,Safe
765,India,Gujarat,SABARKANTHA,PRANTIJ,825,2021,8694.3,18594.3,46.75787741,Safe
766,India,Gujarat,SABARKANTHA,PRANTIJ,825,2022,8694.3,18594.3,46.75787741,Safe
767,India,Gujarat,SABARKANTHA,PRANTIJ,825,2023,8694.3,18594.3,46.75787741,Safe
768,India,Gujarat,SABARKANTHA,PRANTIJ,825,2024,8694.3,18594.3,46.75787741,Safe
769,India,Gujarat,SABARKANTHA,TALOD,796,2019,5572.9,15124.9,36.84586344,Safe
770,India,Gujarat,SABARKANTHA,TALOD,796,2020,5572.9,15124.9,36.84586344,Safe
771,India,Gujarat,SABARKANTHA,TALOD,796,2021,5572.9,15124.9,36.84586344,Safe
772,India,Gujarat,SABARKANTHA,TALOD,796,2022,5572.9,15124.9,36.84586344,Safe
773,India,Gujarat,SABARKANTHA,TALOD,796,2023,5572.9,15124.9,36.84586344,Safe
774,India,Gujarat,SABARKANTHA,TALOD,796,2024,5572.9,15124.9,36.84586344,Safe
775,India,Gujarat,SABARKANTHA,VADALI,875,2019,5168.2,15668.2,32.98528229,Safe
776,India,Gujarat,SABARKANTHA,VADALI,875,2020,5168.2,15668.2,32.98528229,Safe
777,India,Gujarat,SABARKANTHA,VADALI,875,2021,5168.2,15668.2,32.98528229,Safe
778,India,Gujarat,SABARKANTHA,VADALI,875,2022,5168.2,15668.2,32.98528229,Safe
779,India,Gujarat,SABARKANTHA,VADALI,875,2023,5168.2,15668.2,32.98528229,Safe
780,India,Gujarat,SABARKANTHA,VADALI,875,2024,5168.2,15668.2,32.98528229,Safe
781,India,Gujarat,SABARKANTHA,VIJAYNAGAR,845,2019,4510.95,14650.95,30.78947099,Safe
782,India,Gujarat,SABARKANTHA,VIJAYNAGAR,845,2020,4510.95,14650.95,30.78947099,Safe
783,India,Gujarat,SABARKANTHA,VIJAYNAGAR,845,2021,4510.95,14650.95,30.78947099,Safe
784,India,Gujarat,SABARKANTHA,VIJAYNAGAR,845,2022,4510.95,14650.95,30.78947099,Safe
